run_id,section,campaign,source,geometry,M,theta,ca,n_frames,status,finish_type
gdl_fiber_0048_128x128x64_M1_th140_b99,train,GDL,fiber,fiber_0048,1.0,140.0,1e-05,174,finished,bt_cap
gdl_fiber_0050_128x128x64_M10_th130_b99,train,GDL,fiber,fiber_0050,10.0,130.0,1e-05,295,finished,pv_cap
gdl_fiber_0050_128x128x64_M1_th150_b99,train,GDL,fiber,fiber_0050,1.0,150.0,1e-05,249,finished,bt_cap
gdl_fiber_0051_128x128x64_M10_th120_b99,train,GDL,fiber,fiber_0051,10.0,120.0,1e-05,272,finished,pv_cap
gdl_fiber_0051_128x128x64_M10_th130_b99,train,GDL,fiber,fiber_0051,10.0,130.0,1e-05,272,finished,pv_cap
gdl_fiber_0052_128x128x64_M5_th130_b99,train,GDL,fiber,fiber_0052,5.0,130.0,1e-05,289,finished,pv_cap
gdl_fiber_0053_128x128x64_M20_th130_b99,train,GDL,fiber,fiber_0053,20.0,130.0,1e-05,300,finished,bt_cap
gdl_fiber_0053_128x128x64_M20_th140_b99,train,GDL,fiber,fiber_0053,20.0,140.0,1e-05,294,finished,bt_cap
gdl_fiber_0054_128x128x64_M20_th120_b99,train,GDL,fiber,fiber_0054,20.0,120.0,1e-05,357,finished,pv_cap
gdl_fiber_0056_128x128x64_M10_th140_b99,train,GDL,fiber,fiber_0056,10.0,140.0,1e-05,328,finished,pv_cap
gdl_fiber_0056_128x128x64_M20_th140_b99,train,GDL,fiber,fiber_0056,20.0,140.0,1e-05,328,finished,pv_cap
gdl_fiber_0058_128x128x64_M5_th120_b99,train,GDL,fiber,fiber_0058,5.0,120.0,1e-05,354,finished,pv_cap
gdl_fiber_0059_128x128x64_M10_th150_b99,train,GDL,fiber,fiber_0059,10.0,150.0,1e-05,373,finished,pv_cap
gdl_fiber_0060_128x128x64_M20_th130_b99,train,GDL,fiber,fiber_0060,20.0,130.0,1e-05,325,finished,pv_cap
gdl_fiber_0061_128x128x64_M5_th150_b99,train,GDL,fiber,fiber_0061,5.0,150.0,1e-05,304,finished,bt_cap
gdl_fiber_0062_128x128x64_M1_th120_b99,train,GDL,fiber,fiber_0062,1.0,120.0,1e-05,315,finished,pv_cap
gdl_fiber_0063_128x128x64_M1_th130_b99,train,GDL,fiber,fiber_0063,1.0,130.0,1e-05,331,finished,pv_cap
gdl_fiber_0002_128x128x64_M5_th120_b99,val,GDL,fiber,fiber_0002,5.0,120.0,1e-05,268,finished,bt_cap
gdl_fiber_0005_128x128x64_M10_th120_b99,val,GDL,fiber,fiber_0005,10.0,120.0,1e-05,360,finished,pv_cap
gdl_fiber_0006_128x128x64_M5_th150_b99,val,GDL,fiber,fiber_0006,5.0,150.0,1e-05,225,finished,bt_cap
gdl_fiber_0007_128x128x64_M5_th140_b99,val,GDL,fiber,fiber_0007,5.0,140.0,1e-05,237,finished,bt_cap
gdl_fiber_0008_128x128x64_M20_th130_b99,val,GDL,fiber,fiber_0008,20.0,130.0,1e-05,328,finished,pv_cap
gdl_fiber_0012_128x128x64_M1_th140_b99,val,GDL,fiber,fiber_0012,1.0,140.0,1e-05,210,finished,bt_cap
gdl_fiber_0013_128x128x64_M20_th140_b99,val,GDL,fiber,fiber_0013,20.0,140.0,1e-05,294,finished,bt_cap
gdl_fiber_0022_128x128x64_M5_th130_b99,val,GDL,fiber,fiber_0022,5.0,130.0,1e-05,300,finished,bt_cap
gdl_fiber_0028_128x128x64_M1_th150_b99,val,GDL,fiber,fiber_0028,1.0,150.0,1e-05,255,finished,bt_cap
gdl_fiber_0034_128x128x64_M1_th130_b99,val,GDL,fiber,fiber_0034,1.0,130.0,1e-05,361,finished,bt_cap
gdl_fiber_0035_128x128x64_M10_th130_b99,val,GDL,fiber,fiber_0035,10.0,130.0,1e-05,333,finished,pv_cap
gdl_fiber_0038_128x128x64_M20_th150_b99,val,GDL,fiber,fiber_0038,20.0,150.0,1e-05,313,finished,pv_cap
gdl_fiber_0042_128x128x64_M10_th150_b99,val,GDL,fiber,fiber_0042,10.0,150.0,1e-05,240,finished,bt_cap
gdl_fiber_0049_128x128x64_M20_th120_b99,val,GDL,fiber,fiber_0049,20.0,120.0,1e-05,315,finished,pv_cap
gdl_fiber_0055_128x128x64_M1_th120_b99,val,GDL,fiber,fiber_0055,1.0,120.0,1e-05,361,finished,bt_cap
gdl_fiber_0057_128x128x64_M10_th140_b99,val,GDL,fiber,fiber_0057,10.0,140.0,1e-05,320,finished,pv_cap
