run_id,section,campaign,source,geometry,M,theta,ca,n_frames,status,finish_type
trap_poly128_0051_128_M0.05_th140_b99,train,trapping,poly,poly128_0051,0.05,140.0,,77,finished,red_immobile
trap_poly128_0055_128_M1_th130_b99,train,trapping,poly,poly128_0055,1.0,130.0,,141,finished,red_immobile
trap_poly128_0056_128_M0.05_th120_b99,train,trapping,poly,poly128_0056,0.05,120.0,,93,finished,red_immobile
trap_poly128_0057_128_M1_th150_b99,train,trapping,poly,poly128_0057,1.0,150.0,,21,finished,red_immobile
trap_poly128_0058_128_M0.05_th130_b99,train,trapping,poly,poly128_0058,0.05,130.0,,93,finished,red_immobile
trap_poly128_0060_128_M1_th140_b99,train,trapping,poly,poly128_0060,1.0,140.0,,37,finished,red_immobile
trap_poly128_0061_128_M0.2_th130_b99,train,trapping,poly,poly128_0061,0.2,130.0,,85,finished,red_immobile
trap_poly128_0062_128_M0.2_th120_b99,train,trapping,poly,poly128_0062,0.2,120.0,,169,finished,red_immobile
trap_sphere128_0002_128_M0.2_th150_b99,train,trapping,sphere,sphere128_0002,0.2,150.0,,25,finished,red_immobile
trap_sphere128_0005_128_M0.2_th150_b99,train,trapping,sphere,sphere128_0005,0.2,150.0,,21,finished,red_immobile
trap_sphere128_0006_128_M0.1_th140_b99,train,trapping,sphere,sphere128_0006,0.1,140.0,,133,finished,red_immobile
trap_sphere128_0011_128_M0.05_th130_b99,train,trapping,sphere,sphere128_0011,0.05,130.0,,53,finished,red_immobile
trap_sphere128_0012_128_M0.2_th130_b99,train,trapping,sphere,sphere128_0012,0.2,130.0,,173,finished,red_immobile
trap_sphere128_0014_128_M0.1_th150_b99,train,trapping,sphere,sphere128_0014,0.1,150.0,,161,finished,red_immobile
trap_sphere128_0015_128_M0.1_th120_b99,train,trapping,sphere,sphere128_0015,0.1,120.0,,165,finished,red_immobile
trap_sphere128_0016_128_M0.1_th130_b99,train,trapping,sphere,sphere128_0016,0.1,130.0,,185,finished,red_immobile
trap_sphere128_0019_128_M0.05_th130_b99,train,trapping,sphere,sphere128_0019,0.05,130.0,,41,finished,red_immobile
trap_sphere128_0022_128_M1_th150_b99,train,trapping,sphere,sphere128_0022,1.0,150.0,,57,finished,red_immobile
trap_sphere128_0028_128_M1_th120_b99,train,trapping,sphere,sphere128_0028,1.0,120.0,,177,finished,red_immobile
trap_sphere128_0031_128_M1_th140_b99,train,trapping,sphere,sphere128_0031,1.0,140.0,,321,finished,red_immobile
trap_sphere128_0032_128_M0.05_th120_b99,train,trapping,sphere,sphere128_0032,0.05,120.0,,57,finished,red_immobile
trap_sphere128_0035_128_M0.2_th130_b99,train,trapping,sphere,sphere128_0035,0.2,130.0,,33,finished,red_immobile
trap_sphere128_0036_128_M0.1_th120_b99,train,trapping,sphere,sphere128_0036,0.1,120.0,,285,finished,red_immobile
trap_sphere128_0039_128_M0.1_th120_b99,train,trapping,sphere,sphere128_0039,0.1,120.0,,209,finished,red_immobile
trap_sphere128_0040_128_M0.05_th120_b99,train,trapping,sphere,sphere128_0040,0.05,120.0,,81,finished,red_immobile
trap_sphere128_0043_128_M0.05_th140_b99,train,trapping,sphere,sphere128_0043,0.05,140.0,,45,finished,red_immobile
trap_sphere128_0047_128_M0.1_th140_b99,train,trapping,sphere,sphere128_0047,0.1,140.0,,181,finished,red_immobile
trap_sphere128_0056_128_M0.2_th120_b99,train,trapping,sphere,sphere128_0056,0.2,120.0,,109,finished,red_immobile
trap_sphere128_0058_128_M0.05_th150_b99,train,trapping,sphere,sphere128_0058,0.05,150.0,,641,finished,red_immobile
trap_blob128_0001_128_M0.1_th150_b99,val,trapping,blob,blob128_0001,0.1,150.0,,17,finished,red_immobile
trap_blob128_0003_128_M0.1_th140_b99,val,trapping,blob,blob128_0003,0.1,140.0,,169,finished,red_immobile
trap_blob128_0005_128_M0.05_th130_b99,val,trapping,blob,blob128_0005,0.05,130.0,,145,finished,red_immobile
trap_blob128_0014_128_M0.2_th120_b99,val,trapping,blob,blob128_0014,0.2,120.0,,213,finished,red_immobile
trap_blob128_0040_128_M1_th140_b99,val,trapping,blob,blob128_0040,1.0,140.0,,53,finished,red_immobile
trap_blob128_0061_128_M1_th120_b99,val,trapping,blob,blob128_0061,1.0,120.0,,17,finished,red_immobile
trap_poly128_0003_128_M0.2_th140_b99,val,trapping,poly,poly128_0003,0.2,140.0,,193,finished,red_immobile
trap_poly128_0034_128_M0.1_th120_b99,val,trapping,poly,poly128_0034,0.1,120.0,,85,finished,red_immobile
trap_poly128_0042_128_M0.05_th140_b99,val,trapping,poly,poly128_0042,0.05,140.0,,29,finished,red_immobile
trap_poly128_0045_128_M0.2_th130_b99,val,trapping,poly,poly128_0045,0.2,130.0,,37,finished,red_immobile
trap_poly128_0047_128_M1_th150_b99,val,trapping,poly,poly128_0047,1.0,150.0,,69,finished,red_immobile
trap_sphere128_0021_128_M0.1_th130_b99,val,trapping,sphere,sphere128_0021,0.1,130.0,,145,finished,red_immobile
trap_sphere128_0026_128_M0.05_th150_b99,val,trapping,sphere,sphere128_0026,0.05,150.0,,133,finished,red_immobile
trap_sphere128_0027_128_M1_th130_b99,val,trapping,sphere,sphere128_0027,1.0,130.0,,725,finished,pv_cap
trap_sphere128_0050_128_M0.05_th120_b99,val,trapping,sphere,sphere128_0050,0.05,120.0,,77,finished,red_immobile
trap_sphere128_0060_128_M0.2_th150_b99,val,trapping,sphere,sphere128_0060,0.2,150.0,,49,finished,red_immobile
