run_id,section,campaign,source,geometry,M,theta,ca,n_frames,status,finish_type
trap_buff128_0038_128_M0.1_th120_b99,train,trapping,buffberea,buff128_0038,0.1,120.0,,53,finished,red_immobile
trap_buff128_0041_128_M0.1_th150_b99,train,trapping,buffberea,buff128_0041,0.1,150.0,,109,finished,red_immobile
trap_buff128_0044_128_M0.05_th140_b99,train,trapping,buffberea,buff128_0044,0.05,140.0,,297,finished,red_immobile
trap_buff128_0049_128_M0.05_th130_b99,train,trapping,buffberea,buff128_0049,0.05,130.0,,161,finished,red_immobile
trap_buff128_0059_128_M0.05_th150_b99,train,trapping,buffberea,buff128_0059,0.05,150.0,,77,finished,red_immobile
trap_castle128_0001_128_M0.1_th130_b99,train,trapping,castlegate,castle128_0001,0.1,130.0,,77,finished,red_immobile
trap_castle128_0005_128_M0.2_th120_b99,train,trapping,castlegate,castle128_0005,0.2,120.0,,229,finished,red_immobile
trap_castle128_0005_128_M0.2_th130_b99,train,trapping,castlegate,castle128_0005,0.2,130.0,,237,finished,red_immobile
trap_castle128_0006_128_M0.1_th140_b99,train,trapping,castlegate,castle128_0006,0.1,140.0,,125,finished,red_immobile
trap_castle128_0006_128_M0.2_th150_b99,train,trapping,castlegate,castle128_0006,0.2,150.0,,137,finished,red_immobile
trap_castle128_0007_128_M0.05_th120_b99,train,trapping,castlegate,castle128_0007,0.05,120.0,,105,finished,red_immobile
trap_castle128_0007_128_M1_th120_b99,train,trapping,castlegate,castle128_0007,1.0,120.0,,145,finished,red_immobile
trap_castle128_0008_128_M0.05_th120_b99,train,trapping,castlegate,castle128_0008,0.05,120.0,,305,finished,red_immobile
trap_castle128_0008_128_M0.2_th140_b99,train,trapping,castlegate,castle128_0008,0.2,140.0,,49,finished,red_immobile
trap_castle128_0012_128_M0.1_th120_b99,train,trapping,castlegate,castle128_0012,0.1,120.0,,113,finished,red_immobile
trap_castle128_0012_128_M0.2_th120_b99,train,trapping,castlegate,castle128_0012,0.2,120.0,,105,finished,red_immobile
trap_castle128_0023_128_M0.1_th150_b99,train,trapping,castlegate,castle128_0023,0.1,150.0,,125,finished,red_immobile
trap_castle128_0023_128_M0.2_th150_b99,train,trapping,castlegate,castle128_0023,0.2,150.0,,113,finished,red_immobile
trap_castle128_0030_128_M0.05_th120_b99,train,trapping,castlegate,castle128_0030,0.05,120.0,,89,finished,red_immobile
trap_castle128_0030_128_M0.2_th130_b99,train,trapping,castlegate,castle128_0030,0.2,130.0,,89,finished,red_immobile
trap_castle128_0036_128_M0.05_th150_b99,train,trapping,castlegate,castle128_0036,0.05,150.0,,53,finished,red_immobile
trap_castle128_0036_128_M0.2_th150_b99,train,trapping,castlegate,castle128_0036,0.2,150.0,,45,finished,red_immobile
trap_castle128_0049_128_M0.1_th150_b99,train,trapping,castlegate,castle128_0049,0.1,150.0,,141,finished,red_immobile
trap_castle128_0051_128_M0.2_th140_b99,train,trapping,castlegate,castle128_0051,0.2,140.0,,109,finished,red_immobile
trap_castle128_0056_128_M0.05_th130_b99,train,trapping,castlegate,castle128_0056,0.05,130.0,,105,finished,red_immobile
trap_castle128_0056_128_M1_th140_b99,train,trapping,castlegate,castle128_0056,1.0,140.0,,29,finished,red_immobile
trap_bent128_0003_128_M0.2_th140_b99,val,trapping,bentheimer,bent128_0003,0.2,140.0,,221,finished,red_immobile
trap_bent128_0005_128_M0.1_th150_b99,val,trapping,bentheimer,bent128_0005,0.1,150.0,,161,finished,red_immobile
trap_bent128_0020_128_M0.2_th150_b99,val,trapping,bentheimer,bent128_0020,0.2,150.0,,277,finished,red_immobile
trap_bent128_0032_128_M0.1_th120_b99,val,trapping,bentheimer,bent128_0032,0.1,120.0,,81,finished,red_immobile
trap_bent128_0047_128_M1_th150_b99,val,trapping,bentheimer,bent128_0047,1.0,150.0,,57,finished,red_immobile
trap_bent128_0052_128_M0.2_th130_b99,val,trapping,bentheimer,bent128_0052,0.2,130.0,,197,finished,red_immobile
trap_buff128_0014_128_M0.05_th120_b99,val,trapping,buffberea,buff128_0014,0.05,120.0,,97,finished,red_immobile
trap_buff128_0039_128_M0.2_th120_b99,val,trapping,buffberea,buff128_0039,0.2,120.0,,133,finished,red_immobile
trap_buff128_0046_128_M1_th140_b99,val,trapping,buffberea,buff128_0046,1.0,140.0,,77,finished,red_immobile
trap_buff128_0048_128_M0.05_th130_b99,val,trapping,buffberea,buff128_0048,0.05,130.0,,201,finished,red_immobile
trap_buff128_0055_128_M1_th120_b99,val,trapping,buffberea,buff128_0055,1.0,120.0,,33,finished,red_immobile
trap_castle128_0000_128_M0.1_th130_b99,val,trapping,castlegate,castle128_0000,0.1,130.0,,125,finished,red_immobile
trap_castle128_0009_128_M0.05_th150_b99,val,trapping,castlegate,castle128_0009,0.05,150.0,,41,finished,red_immobile
trap_castle128_0021_128_M0.05_th140_b99,val,trapping,castlegate,castle128_0021,0.05,140.0,,69,finished,red_immobile
trap_castle128_0045_128_M0.1_th140_b99,val,trapping,castlegate,castle128_0045,0.1,140.0,,73,finished,red_immobile
trap_castle128_0058_128_M1_th130_b99,val,trapping,castlegate,castle128_0058,1.0,130.0,,65,finished,red_immobile
