run_id,section,campaign,source,geometry,M,theta,ca,n_frames,status,finish_type
drain_bent128_0041_128_M1_th140_b99,train,drainage,bentheimer,bent128_0041,1.0,140.0,1e-05,326,finished,dp_cap
drain_bent128_0043_128_M0.05_th120_b99,train,drainage,bentheimer,bent128_0043,0.05,120.0,1e-05,432,finished,pv_cap
drain_bent128_0046_128_M0.1_th150_b99,train,drainage,bentheimer,bent128_0046,0.1,150.0,1e-05,397,finished,pv_cap
drain_bent128_0050_128_M0.2_th150_b99,train,drainage,bentheimer,bent128_0050,0.2,150.0,1e-05,368,finished,dp_cap
drain_bent128_0052_128_M0.2_th150_b99,train,drainage,bentheimer,bent128_0052,0.2,150.0,1e-05,415,finished,pv_cap
drain_bent128_0055_128_M0.1_th130_b99,train,drainage,bentheimer,bent128_0055,0.1,130.0,1e-05,204,finished,dp_cap
drain_bent128_0063_128_M0.05_th130_b99,train,drainage,bentheimer,bent128_0063,0.05,130.0,1e-05,382,finished,pv_cap
drain_blob128_0000_128_M1_th140_b99,train,drainage,blob,blob128_0000,1.0,140.0,1e-05,380,finished,dp_cap
drain_blob128_0001_128_M0.05_th150_b99,train,drainage,blob,blob128_0001,0.05,150.0,1e-05,294,finished,dp_cap
drain_blob128_0002_128_M0.1_th120_b99,train,drainage,blob,blob128_0002,0.1,120.0,1e-05,434,finished,dp_cap
drain_blob128_0003_128_M1_th140_b99,train,drainage,blob,blob128_0003,1.0,140.0,1e-05,243,finished,dp_cap
drain_blob128_0006_128_M0.1_th150_b99,train,drainage,blob,blob128_0006,0.1,150.0,1e-05,311,finished,dp_cap
drain_blob128_0007_128_M0.05_th140_b99,train,drainage,blob,blob128_0007,0.05,140.0,1e-05,461,finished,dp_cap
drain_blob128_0009_128_M0.05_th120_b99,train,drainage,blob,blob128_0009,0.05,120.0,1e-05,383,finished,dp_cap
drain_blob128_0013_128_M0.1_th150_b99,train,drainage,blob,blob128_0013,0.1,150.0,1e-05,196,finished,dp_cap
drain_blob128_0014_128_M1_th150_b99,train,drainage,blob,blob128_0014,1.0,150.0,1e-05,332,finished,dp_cap
drain_blob128_0016_128_M0.2_th140_b99,train,drainage,blob,blob128_0016,0.2,140.0,1e-05,154,finished,dp_cap
drain_blob128_0023_128_M0.1_th150_b99,train,drainage,blob,blob128_0023,0.1,150.0,1e-05,326,finished,dp_cap
drain_blob128_0029_128_M0.05_th140_b99,train,drainage,blob,blob128_0029,0.05,140.0,1e-05,376,finished,pv_cap
drain_blob128_0032_128_M0.2_th150_b99,train,drainage,blob,blob128_0032,0.2,150.0,1e-05,346,finished,dp_cap
drain_blob128_0037_128_M0.1_th130_b99,train,drainage,blob,blob128_0037,0.1,130.0,1e-05,300,finished,dp_cap
drain_blob128_0044_128_M0.2_th130_b99,train,drainage,blob,blob128_0044,0.2,130.0,1e-05,409,finished,pv_cap
drain_blob128_0046_128_M0.2_th140_b99,train,drainage,blob,blob128_0046,0.2,140.0,1e-05,408,finished,dp_cap
drain_blob128_0049_128_M1_th140_b99,train,drainage,blob,blob128_0049,1.0,140.0,1e-05,320,finished,dp_cap
drain_blob128_0058_128_M0.05_th140_b99,train,drainage,blob,blob128_0058,0.05,140.0,1e-05,124,finished,dp_cap
drain_blob128_0060_128_M0.2_th140_b99,train,drainage,blob,blob128_0060,0.2,140.0,1e-05,415,finished,dp_cap
drain_blob128_0061_128_M0.1_th120_b99,train,drainage,blob,blob128_0061,0.1,120.0,1e-05,420,finished,pv_cap
drain_blob128_0062_128_M0.1_th140_b99,train,drainage,blob,blob128_0062,0.1,140.0,1e-05,325,finished,dp_cap
drain_blob128_0063_128_M0.05_th130_b99,train,drainage,blob,blob128_0063,0.05,130.0,1e-05,294,finished,dp_cap
drain_buff128_0004_128_M0.1_th130_b99,train,drainage,buffberea,buff128_0004,0.1,130.0,1e-05,261,finished,dp_cap
drain_buff128_0007_128_M1_th130_b99,train,drainage,buffberea,buff128_0007,1.0,130.0,1e-05,373,finished,pv_cap
drain_buff128_0011_128_M1_th120_b99,train,drainage,buffberea,buff128_0011,1.0,120.0,1e-05,596,finished,pv_cap
drain_buff128_0014_128_M1_th140_b99,train,drainage,buffberea,buff128_0014,1.0,140.0,1e-05,282,finished,dp_cap
drain_buff128_0021_128_M0.1_th150_b99,train,drainage,buffberea,buff128_0021,0.1,150.0,1e-05,365,finished,dp_cap
drain_buff128_0022_128_M0.05_th130_b99,train,drainage,buffberea,buff128_0022,0.05,130.0,1e-05,458,finished,pv_cap
drain_buff128_0022_128_M0.1_th150_b99,train,drainage,buffberea,buff128_0022,0.1,150.0,1e-05,458,finished,pv_cap
drain_buff128_0024_128_M1_th150_b99,train,drainage,buffberea,buff128_0024,1.0,150.0,1e-05,485,finished,pv_cap
drain_buff128_0026_128_M0.05_th150_b99,train,drainage,buffberea,buff128_0026,0.05,150.0,1e-05,269,finished,dp_cap
drain_buff128_0029_128_M0.05_th150_b99,train,drainage,buffberea,buff128_0029,0.05,150.0,1e-05,467,finished,dp_cap
drain_buff128_0029_128_M0.2_th120_b99,train,drainage,buffberea,buff128_0029,0.2,120.0,1e-05,487,finished,pv_cap
drain_buff128_0031_128_M0.05_th130_b99,train,drainage,buffberea,buff128_0031,0.05,130.0,1e-05,321,finished,dp_cap
drain_buff128_0033_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0033,0.05,120.0,1e-05,188,finished,dp_cap
drain_buff128_0036_128_M0.1_th130_b99,train,drainage,buffberea,buff128_0036,0.1,130.0,1e-05,220,finished,dp_cap
drain_buff128_0039_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0039,0.05,120.0,1e-05,352,finished,dp_cap
drain_buff128_0044_128_M0.2_th150_b99,train,drainage,buffberea,buff128_0044,0.2,150.0,1e-05,529,finished,dp_cap
drain_buff128_0044_128_M1_th120_b99,train,drainage,buffberea,buff128_0044,1.0,120.0,1e-05,576,finished,pv_cap
drain_buff128_0046_128_M0.05_th140_b99,train,drainage,buffberea,buff128_0046,0.05,140.0,1e-05,206,finished,dp_cap
drain_buff128_0049_128_M0.2_th130_b99,train,drainage,buffberea,buff128_0049,0.2,130.0,1e-05,351,finished,dp_cap
drain_buff128_0055_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0055,0.05,120.0,1e-05,264,finished,dp_cap
drain_buff128_0059_128_M0.2_th140_b99,train,drainage,buffberea,buff128_0059,0.2,140.0,1e-05,608,finished,pv_cap
drain_castle128_0000_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0000,0.1,120.0,1e-05,312,finished,dp_cap
drain_castle128_0006_128_M0.05_th140_b99,train,drainage,castlegate,castle128_0006,0.05,140.0,1e-05,340,finished,dp_cap
drain_castle128_0006_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0006,0.2,140.0,1e-05,348,finished,dp_cap
drain_castle128_0007_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0007,0.2,120.0,1e-05,294,finished,dp_cap
drain_castle128_0007_128_M1_th120_b99,train,drainage,castlegate,castle128_0007,1.0,120.0,1e-05,309,finished,dp_cap
drain_castle128_0008_128_M0.05_th140_b99,train,drainage,castlegate,castle128_0008,0.05,140.0,1e-05,383,finished,dp_cap
drain_castle128_0008_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0008,0.1,140.0,1e-05,385,finished,dp_cap
drain_castle128_0012_128_M0.2_th130_b99,train,drainage,castlegate,castle128_0012,0.2,130.0,1e-05,277,finished,dp_cap
drain_castle128_0012_128_M1_th120_b99,train,drainage,castlegate,castle128_0012,1.0,120.0,1e-05,298,finished,dp_cap
drain_castle128_0021_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0021,0.1,120.0,1e-05,334,finished,dp_cap
drain_castle128_0021_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0021,0.1,140.0,1e-05,283,finished,dp_cap
drain_castle128_0036_128_M0.05_th150_b99,train,drainage,castlegate,castle128_0036,0.05,150.0,1e-05,392,finished,dp_cap
drain_castle128_0036_128_M1_th150_b99,train,drainage,castlegate,castle128_0036,1.0,150.0,1e-05,409,finished,dp_cap
drain_castle128_0045_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0045,0.1,140.0,1e-05,184,finished,dp_cap
drain_castle128_0049_128_M0.1_th130_b99,train,drainage,castlegate,castle128_0049,0.1,130.0,1e-05,311,finished,dp_cap
drain_castle128_0049_128_M0.1_th150_b99,train,drainage,castlegate,castle128_0049,0.1,150.0,1e-05,298,finished,dp_cap
drain_castle128_0051_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0051,0.2,140.0,1e-05,233,finished,dp_cap
drain_castle128_0056_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0056,0.2,120.0,1e-05,444,finished,pv_cap
drain_castle128_0056_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0056,0.2,140.0,1e-05,444,finished,pv_cap
drain_castle128_0058_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0058,0.1,120.0,1e-05,283,finished,dp_cap
drain_castle128_0058_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0058,0.2,120.0,1e-05,285,finished,dp_cap
drain_poly128_0001_128_M1_th120_b99,train,drainage,poly,poly128_0001,1.0,120.0,1e-05,379,finished,pv_cap
drain_poly128_0002_128_M1_th120_b99,train,drainage,poly,poly128_0002,1.0,120.0,1e-05,452,finished,pv_cap
drain_poly128_0005_128_M0.1_th140_b99,train,drainage,poly,poly128_0005,0.1,140.0,1e-05,283,finished,dp_cap
drain_poly128_0006_128_M0.1_th140_b99,train,drainage,poly,poly128_0006,0.1,140.0,1e-05,221,finished,dp_cap
drain_poly128_0007_128_M0.2_th150_b99,train,drainage,poly,poly128_0007,0.2,150.0,1e-05,374,finished,dp_cap
drain_poly128_0009_128_M0.2_th120_b99,train,drainage,poly,poly128_0009,0.2,120.0,1e-05,391,finished,pv_cap
drain_poly128_0012_128_M0.2_th140_b99,train,drainage,poly,poly128_0012,0.2,140.0,1e-05,384,finished,dp_cap
drain_poly128_0020_128_M0.05_th130_b99,train,drainage,poly,poly128_0020,0.05,130.0,1e-05,332,finished,dp_cap
drain_poly128_0022_128_M0.1_th150_b99,train,drainage,poly,poly128_0022,0.1,150.0,1e-05,354,finished,dp_cap
drain_poly128_0033_128_M0.2_th130_b99,train,drainage,poly,poly128_0033,0.2,130.0,1e-05,430,finished,dp_cap
drain_poly128_0034_128_M0.1_th140_b99,train,drainage,poly,poly128_0034,0.1,140.0,1e-05,222,finished,dp_cap
drain_poly128_0042_128_M0.2_th150_b99,train,drainage,poly,poly128_0042,0.2,150.0,1e-05,462,finished,pv_cap
drain_poly128_0043_128_M0.2_th120_b99,train,drainage,poly,poly128_0043,0.2,120.0,1e-05,396,finished,dp_cap
drain_poly128_0047_128_M0.2_th150_b99,train,drainage,poly,poly128_0047,0.2,150.0,1e-05,257,finished,dp_cap
drain_poly128_0050_128_M0.05_th130_b99,train,drainage,poly,poly128_0050,0.05,130.0,1e-05,270,finished,dp_cap
drain_poly128_0051_128_M0.05_th120_b99,train,drainage,poly,poly128_0051,0.05,120.0,1e-05,426,finished,pv_cap
drain_poly128_0055_128_M0.2_th120_b99,train,drainage,poly,poly128_0055,0.2,120.0,1e-05,384,finished,pv_cap
drain_poly128_0056_128_M0.1_th130_b99,train,drainage,poly,poly128_0056,0.1,130.0,1e-05,346,finished,dp_cap
drain_poly128_0058_128_M0.05_th120_b99,train,drainage,poly,poly128_0058,0.05,120.0,1e-05,343,finished,pv_cap
drain_poly128_0060_128_M0.05_th130_b99,train,drainage,poly,poly128_0060,0.05,130.0,1e-05,418,finished,pv_cap
drain_poly128_0061_128_M0.2_th130_b99,train,drainage,poly,poly128_0061,0.2,130.0,1e-05,369,finished,dp_cap
drain_sphere128_0000_128_M0.05_th150_b99,train,drainage,sphere,sphere128_0000,0.05,150.0,1e-05,454,finished,dp_cap
drain_sphere128_0001_128_M0.05_th140_b99,train,drainage,sphere,sphere128_0001,0.05,140.0,1e-05,490,finished,pv_cap
drain_sphere128_0002_128_M0.05_th150_b99,train,drainage,sphere,sphere128_0002,0.05,150.0,1e-05,325,finished,pv_cap
drain_sphere128_0003_128_M1_th130_b99,train,drainage,sphere,sphere128_0003,1.0,130.0,1e-05,475,finished,pv_cap
drain_sphere128_0005_128_M1_th150_b99,train,drainage,sphere,sphere128_0005,1.0,150.0,1e-05,354,finished,dp_cap
drain_sphere128_0006_128_M0.1_th130_b99,train,drainage,sphere,sphere128_0006,0.1,130.0,1e-05,475,finished,pv_cap
drain_sphere128_0012_128_M0.2_th130_b99,train,drainage,sphere,sphere128_0012,0.2,130.0,1e-05,436,finished,pv_cap
drain_sphere128_0015_128_M1_th140_b99,train,drainage,sphere,sphere128_0015,1.0,140.0,1e-05,445,finished,pv_cap
drain_sphere128_0019_128_M0.1_th120_b99,train,drainage,sphere,sphere128_0019,0.1,120.0,1e-05,338,finished,pv_cap
drain_sphere128_0021_128_M0.2_th120_b99,train,drainage,sphere,sphere128_0021,0.2,120.0,1e-05,431,finished,dp_cap
drain_sphere128_0022_128_M0.05_th120_b99,train,drainage,sphere,sphere128_0022,0.05,120.0,1e-05,475,finished,pv_cap
drain_sphere128_0026_128_M1_th150_b99,train,drainage,sphere,sphere128_0026,1.0,150.0,1e-05,468,finished,pv_cap
drain_sphere128_0027_128_M1_th120_b99,train,drainage,sphere,sphere128_0027,1.0,120.0,1e-05,454,finished,pv_cap
drain_sphere128_0035_128_M1_th130_b99,train,drainage,sphere,sphere128_0035,1.0,130.0,1e-05,326,finished,pv_cap
drain_sphere128_0036_128_M1_th120_b99,train,drainage,sphere,sphere128_0036,1.0,120.0,1e-05,451,finished,pv_cap
drain_sphere128_0039_128_M0.05_th150_b99,train,drainage,sphere,sphere128_0039,0.05,150.0,1e-05,371,finished,dp_cap
drain_sphere128_0043_128_M1_th130_b99,train,drainage,sphere,sphere128_0043,1.0,130.0,1e-05,435,finished,pv_cap
drain_sphere128_0048_128_M0.1_th130_b99,train,drainage,sphere,sphere128_0048,0.1,130.0,1e-05,244,finished,dp_cap
drain_sphere128_0051_128_M0.1_th120_b99,train,drainage,sphere,sphere128_0051,0.1,120.0,1e-05,370,finished,pv_cap
drain_sphere128_0054_128_M1_th150_b99,train,drainage,sphere,sphere128_0054,1.0,150.0,1e-05,249,finished,dp_cap
drain_sphere128_0056_128_M1_th130_b99,train,drainage,sphere,sphere128_0056,1.0,130.0,1e-05,328,finished,dp_cap
drain_bent128_0025_128_M1_th140_b99,val,drainage,bentheimer,bent128_0025,1.0,140.0,1e-05,379,finished,dp_cap
drain_bent128_0030_128_M0.05_th140_b99,val,drainage,bentheimer,bent128_0030,0.05,140.0,1e-05,386,finished,pv_cap
drain_bent128_0033_128_M0.1_th130_b99,val,drainage,bentheimer,bent128_0033,0.1,130.0,1e-05,215,finished,dp_cap
drain_bent128_0038_128_M0.2_th140_b99,val,drainage,bentheimer,bent128_0038,0.2,140.0,1e-05,644,finished,pv_cap
drain_bent128_0047_128_M0.1_th150_b99,val,drainage,bentheimer,bent128_0047,0.1,150.0,1e-05,342,finished,dp_cap
drain_bent128_0049_128_M0.05_th130_b99,val,drainage,bentheimer,bent128_0049,0.05,130.0,1e-05,408,finished,pv_cap
drain_blob128_0010_128_M0.2_th150_b99,val,drainage,blob,blob128_0010,0.2,150.0,1e-05,337,finished,dp_cap
drain_blob128_0019_128_M0.1_th140_b99,val,drainage,blob,blob128_0019,0.1,140.0,1e-05,273,finished,dp_cap
drain_blob128_0038_128_M1_th130_b99,val,drainage,blob,blob128_0038,1.0,130.0,1e-05,225,finished,dp_cap
drain_blob128_0040_128_M0.2_th130_b99,val,drainage,blob,blob128_0040,0.2,130.0,1e-05,479,finished,pv_cap
drain_blob128_0042_128_M0.2_th120_b99,val,drainage,blob,blob128_0042,0.2,120.0,1e-05,394,finished,dp_cap
drain_blob128_0057_128_M1_th150_b99,val,drainage,blob,blob128_0057,1.0,150.0,1e-05,386,finished,dp_cap
drain_buff128_0028_128_M0.2_th120_b99,val,drainage,buffberea,buff128_0028,0.2,120.0,1e-05,589,finished,pv_cap
drain_buff128_0032_128_M0.05_th150_b99,val,drainage,buffberea,buff128_0032,0.05,150.0,1e-05,505,finished,pv_cap
drain_buff128_0038_128_M0.1_th120_b99,val,drainage,buffberea,buff128_0038,0.1,120.0,1e-05,455,finished,pv_cap
drain_buff128_0041_128_M0.1_th140_b99,val,drainage,buffberea,buff128_0041,0.1,140.0,1e-05,378,finished,dp_cap
drain_buff128_0048_128_M0.05_th120_b99,val,drainage,buffberea,buff128_0048,0.05,120.0,1e-05,340,finished,pv_cap
drain_castle128_0001_128_M1_th130_b99,val,drainage,castlegate,castle128_0001,1.0,130.0,1e-05,401,finished,dp_cap
drain_castle128_0005_128_M0.2_th130_b99,val,drainage,castlegate,castle128_0005,0.2,130.0,1e-05,381,finished,dp_cap
drain_castle128_0009_128_M1_th150_b99,val,drainage,castlegate,castle128_0009,1.0,150.0,1e-05,532,finished,dp_cap
drain_castle128_0023_128_M0.2_th150_b99,val,drainage,castlegate,castle128_0023,0.2,150.0,1e-05,268,finished,dp_cap
drain_castle128_0030_128_M1_th120_b99,val,drainage,castlegate,castle128_0030,1.0,120.0,1e-05,395,finished,pv_cap
drain_poly128_0000_128_M0.05_th120_b99,val,drainage,poly,poly128_0000,0.05,120.0,1e-05,386,finished,dp_cap
drain_poly128_0026_128_M0.1_th150_b99,val,drainage,poly,poly128_0026,0.1,150.0,1e-05,465,finished,pv_cap
drain_poly128_0052_128_M0.1_th120_b99,val,drainage,poly,poly128_0052,0.1,120.0,1e-05,328,finished,pv_cap
drain_poly128_0057_128_M0.05_th150_b99,val,drainage,poly,poly128_0057,0.05,150.0,1e-05,588,finished,pv_cap
drain_poly128_0062_128_M0.2_th140_b99,val,drainage,poly,poly128_0062,0.2,140.0,1e-05,320,finished,dp_cap
drain_sphere128_0010_128_M1_th120_b99,val,drainage,sphere,sphere128_0010,1.0,120.0,1e-05,450,finished,pv_cap
drain_sphere128_0024_128_M0.05_th140_b99,val,drainage,sphere,sphere128_0024,0.05,140.0,1e-05,314,finished,dp_cap
drain_sphere128_0031_128_M0.1_th130_b99,val,drainage,sphere,sphere128_0031,0.1,130.0,1e-05,419,finished,pv_cap
drain_sphere128_0040_128_M0.05_th130_b99,val,drainage,sphere,sphere128_0040,0.05,130.0,1e-05,429,finished,pv_cap
drain_sphere128_0050_128_M1_th140_b99,val,drainage,sphere,sphere128_0050,1.0,140.0,1e-05,478,finished,pv_cap
