run_id,section,campaign,source,geometry,M,theta,ca,n_frames,status,finish_type
drain_bent128_0041_128_M1_th140_b99,train,drainage,bentheimer,bent128_0041,1.0,140.0,1e-05,326,finished,dp_cap
drain_bent128_0043_128_M0.05_th120_b99,train,drainage,bentheimer,bent128_0043,0.05,120.0,1e-05,432,finished,pv_cap
drain_bent128_0046_128_M0.1_th150_b99,train,drainage,bentheimer,bent128_0046,0.1,150.0,1e-05,397,finished,pv_cap
drain_bent128_0050_128_M0.2_th150_b99,train,drainage,bentheimer,bent128_0050,0.2,150.0,1e-05,368,finished,dp_cap
drain_bent128_0052_128_M0.2_th150_b99,train,drainage,bentheimer,bent128_0052,0.2,150.0,1e-05,415,finished,pv_cap
drain_bent128_0055_128_M0.1_th130_b99,train,drainage,bentheimer,bent128_0055,0.1,130.0,1e-05,204,finished,dp_cap
drain_bent128_0063_128_M0.05_th130_b99,train,drainage,bentheimer,bent128_0063,0.05,130.0,1e-05,382,finished,pv_cap
drain_buff128_0004_128_M0.1_th130_b99,train,drainage,buffberea,buff128_0004,0.1,130.0,1e-05,261,finished,dp_cap
drain_buff128_0007_128_M1_th130_b99,train,drainage,buffberea,buff128_0007,1.0,130.0,1e-05,373,finished,pv_cap
drain_buff128_0011_128_M1_th120_b99,train,drainage,buffberea,buff128_0011,1.0,120.0,1e-05,596,finished,pv_cap
drain_buff128_0014_128_M1_th140_b99,train,drainage,buffberea,buff128_0014,1.0,140.0,1e-05,282,finished,dp_cap
drain_buff128_0021_128_M0.1_th150_b99,train,drainage,buffberea,buff128_0021,0.1,150.0,1e-05,365,finished,dp_cap
drain_buff128_0022_128_M0.05_th130_b99,train,drainage,buffberea,buff128_0022,0.05,130.0,1e-05,458,finished,pv_cap
drain_buff128_0022_128_M0.1_th150_b99,train,drainage,buffberea,buff128_0022,0.1,150.0,1e-05,458,finished,pv_cap
drain_buff128_0024_128_M1_th150_b99,train,drainage,buffberea,buff128_0024,1.0,150.0,1e-05,485,finished,pv_cap
drain_buff128_0026_128_M0.05_th150_b99,train,drainage,buffberea,buff128_0026,0.05,150.0,1e-05,269,finished,dp_cap
drain_buff128_0029_128_M0.05_th150_b99,train,drainage,buffberea,buff128_0029,0.05,150.0,1e-05,467,finished,dp_cap
drain_buff128_0029_128_M0.2_th120_b99,train,drainage,buffberea,buff128_0029,0.2,120.0,1e-05,487,finished,pv_cap
drain_buff128_0031_128_M0.05_th130_b99,train,drainage,buffberea,buff128_0031,0.05,130.0,1e-05,321,finished,dp_cap
drain_buff128_0033_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0033,0.05,120.0,1e-05,188,finished,dp_cap
drain_buff128_0036_128_M0.1_th130_b99,train,drainage,buffberea,buff128_0036,0.1,130.0,1e-05,220,finished,dp_cap
drain_buff128_0039_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0039,0.05,120.0,1e-05,352,finished,dp_cap
drain_buff128_0044_128_M0.2_th150_b99,train,drainage,buffberea,buff128_0044,0.2,150.0,1e-05,529,finished,dp_cap
drain_buff128_0044_128_M1_th120_b99,train,drainage,buffberea,buff128_0044,1.0,120.0,1e-05,576,finished,pv_cap
drain_buff128_0046_128_M0.05_th140_b99,train,drainage,buffberea,buff128_0046,0.05,140.0,1e-05,206,finished,dp_cap
drain_buff128_0049_128_M0.2_th130_b99,train,drainage,buffberea,buff128_0049,0.2,130.0,1e-05,351,finished,dp_cap
drain_buff128_0055_128_M0.05_th120_b99,train,drainage,buffberea,buff128_0055,0.05,120.0,1e-05,264,finished,dp_cap
drain_buff128_0059_128_M0.2_th140_b99,train,drainage,buffberea,buff128_0059,0.2,140.0,1e-05,608,finished,pv_cap
drain_castle128_0000_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0000,0.1,120.0,1e-05,312,finished,dp_cap
drain_castle128_0006_128_M0.05_th140_b99,train,drainage,castlegate,castle128_0006,0.05,140.0,1e-05,340,finished,dp_cap
drain_castle128_0006_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0006,0.2,140.0,1e-05,348,finished,dp_cap
drain_castle128_0007_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0007,0.2,120.0,1e-05,294,finished,dp_cap
drain_castle128_0007_128_M1_th120_b99,train,drainage,castlegate,castle128_0007,1.0,120.0,1e-05,309,finished,dp_cap
drain_castle128_0008_128_M0.05_th140_b99,train,drainage,castlegate,castle128_0008,0.05,140.0,1e-05,383,finished,dp_cap
drain_castle128_0008_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0008,0.1,140.0,1e-05,385,finished,dp_cap
drain_castle128_0012_128_M0.2_th130_b99,train,drainage,castlegate,castle128_0012,0.2,130.0,1e-05,277,finished,dp_cap
drain_castle128_0012_128_M1_th120_b99,train,drainage,castlegate,castle128_0012,1.0,120.0,1e-05,298,finished,dp_cap
drain_castle128_0021_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0021,0.1,120.0,1e-05,334,finished,dp_cap
drain_castle128_0021_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0021,0.1,140.0,1e-05,283,finished,dp_cap
drain_castle128_0036_128_M0.05_th150_b99,train,drainage,castlegate,castle128_0036,0.05,150.0,1e-05,392,finished,dp_cap
drain_castle128_0036_128_M1_th150_b99,train,drainage,castlegate,castle128_0036,1.0,150.0,1e-05,409,finished,dp_cap
drain_castle128_0045_128_M0.1_th140_b99,train,drainage,castlegate,castle128_0045,0.1,140.0,1e-05,184,finished,dp_cap
drain_castle128_0049_128_M0.1_th130_b99,train,drainage,castlegate,castle128_0049,0.1,130.0,1e-05,311,finished,dp_cap
drain_castle128_0049_128_M0.1_th150_b99,train,drainage,castlegate,castle128_0049,0.1,150.0,1e-05,298,finished,dp_cap
drain_castle128_0051_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0051,0.2,140.0,1e-05,233,finished,dp_cap
drain_castle128_0056_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0056,0.2,120.0,1e-05,444,finished,pv_cap
drain_castle128_0056_128_M0.2_th140_b99,train,drainage,castlegate,castle128_0056,0.2,140.0,1e-05,444,finished,pv_cap
drain_castle128_0058_128_M0.1_th120_b99,train,drainage,castlegate,castle128_0058,0.1,120.0,1e-05,283,finished,dp_cap
drain_castle128_0058_128_M0.2_th120_b99,train,drainage,castlegate,castle128_0058,0.2,120.0,1e-05,285,finished,dp_cap
drain_bent128_0025_128_M1_th140_b99,val,drainage,bentheimer,bent128_0025,1.0,140.0,1e-05,379,finished,dp_cap
drain_bent128_0030_128_M0.05_th140_b99,val,drainage,bentheimer,bent128_0030,0.05,140.0,1e-05,386,finished,pv_cap
drain_bent128_0033_128_M0.1_th130_b99,val,drainage,bentheimer,bent128_0033,0.1,130.0,1e-05,215,finished,dp_cap
drain_bent128_0038_128_M0.2_th140_b99,val,drainage,bentheimer,bent128_0038,0.2,140.0,1e-05,644,finished,pv_cap
drain_bent128_0047_128_M0.1_th150_b99,val,drainage,bentheimer,bent128_0047,0.1,150.0,1e-05,342,finished,dp_cap
drain_bent128_0049_128_M0.05_th130_b99,val,drainage,bentheimer,bent128_0049,0.05,130.0,1e-05,408,finished,pv_cap
drain_buff128_0028_128_M0.2_th120_b99,val,drainage,buffberea,buff128_0028,0.2,120.0,1e-05,589,finished,pv_cap
drain_buff128_0032_128_M0.05_th150_b99,val,drainage,buffberea,buff128_0032,0.05,150.0,1e-05,505,finished,pv_cap
drain_buff128_0038_128_M0.1_th120_b99,val,drainage,buffberea,buff128_0038,0.1,120.0,1e-05,455,finished,pv_cap
drain_buff128_0041_128_M0.1_th140_b99,val,drainage,buffberea,buff128_0041,0.1,140.0,1e-05,378,finished,dp_cap
drain_buff128_0048_128_M0.05_th120_b99,val,drainage,buffberea,buff128_0048,0.05,120.0,1e-05,340,finished,pv_cap
drain_castle128_0001_128_M1_th130_b99,val,drainage,castlegate,castle128_0001,1.0,130.0,1e-05,401,finished,dp_cap
drain_castle128_0005_128_M0.2_th130_b99,val,drainage,castlegate,castle128_0005,0.2,130.0,1e-05,381,finished,dp_cap
drain_castle128_0009_128_M1_th150_b99,val,drainage,castlegate,castle128_0009,1.0,150.0,1e-05,532,finished,dp_cap
drain_castle128_0023_128_M0.2_th150_b99,val,drainage,castlegate,castle128_0023,0.2,150.0,1e-05,268,finished,dp_cap
drain_castle128_0030_128_M1_th120_b99,val,drainage,castlegate,castle128_0030,1.0,120.0,1e-05,395,finished,pv_cap
